12QtD5BFwRsdNsAZY76UVE1xyCGNTojH9h,1,Xiaobing YAN,SDNTK,
12iFLKpqBdGxfG8EKXBmpMt1nMJN6UVACe,2,,,
131qKAYQphxDbT8uWgYUD4WnDcUhPuj3Bj,2,,,
13f59kUM5FU8MfTG7DCEugYarDhSD7XCoC,2,,,
13rdxcGzgvBjZKTP2j1maALK6nkyK22Dk3,2,,,
147CY5CDhgS6R6U4onxGjVBddQDXYBGTaZ,2,,,
154MudG86cmwNXBMhGoXryu18KZ3KYWoMe,2,,,
1557CtknL8zo8DAFhQ23mUKbHLbvkqEbP3,2,,,
15i9ZbQpCcJmnk65uVzMy323gyg6MBCxop,2,,,
15qLmFTeDz8qjQroNS2shsMXcgCrMchTkA,2,,,
16EuchuREHF1swaRC6H3LXWzRh5cf48511,2,,,
16Sis9LNG4bVmkLcJiAbsDvCZmiK2rpGhg,2,,,
179o3FjTUXUX4cUoh952rd2gaPxGH1P6tn,2,,,
17CZ3PWiqY8ffznLxb42SpREyAyLcnGSPr,2,,,
17RsgroPvRjdVuUPy9yVHXx9QovHsMAAQJ,2,,,
17ezuJoT3XBbdcwFZbkTnrXbup11F4uhiy,2,,,
187zfWCX53KD9icwLKqiwTrWiSPzrTYL5y,2,,,
188io8uLVbm2bGjPHraFewYVRfLjAtyx4i,2,,,
18CSvY99RFNV8fVNp6gNWJXodjZjmD3ehv,2,,,
18sTEwYCHTmjtmJzWXLkuPfXYyYh4PQ964,2,,,
18uKfaUjgG52rVeXEi3wxnveww7zZuECtE,2,,,
19YVKCETP8yHX2m2VbEByVgWgJUAZd5tnS,2,,,
19sbf9hjWUknSewA8utJTg3og1hzJju5hm,2,,,
1A6y3vMA4eTQRK6yP3b33BgKYuUgPD4zAJ,2,,,
1AdgyDjwM9vt1YSDNwUhqRXNku7TEU9Xts,2,,,
1AiRRjzDrRxTtYbM1DeVpTJHMuVWN736Qm,2,,,
1B3pEH6A9dWFtdN5nu4wwLTpK5fBu15FHN,2,,,
1BE99geeq5oYAd7e6ey7rk1acfPeGi7J5j,2,,,
1ByrrdyW2xMqqjS85j98g53szmcfhp9uAT,2,,,
1C456pCnH8gXgRuKQfUS12925Tm1S72BZu,2,,,
1CD2hcXXyEQCH3mzXP7sD9i8TZqWFa8L42,2,,,
1CZ545mps8VKAhXbKS5vQjRB9bLcwWQ7bM,2,,,
1CvytGLZtqiVGPybYQjfKGfNw51BPP8d9C,2,,,
1DH2xDH7TngrDU6LXciprKCBKNcPA1xX8A,2,,,
1DLnDoQ8FHVUdw7jYDbC7Yiv6F8MWG9R6U,2,,,
1DmZC9cES1vU8mSadQafpdFXP6ypm3jNtg,2,,,
1EMgX4EjinCJAJvRFBSUFtixrtaCN8fZFN,2,,,
1EnRWakAjhb1fznrSd1CGAz1L8FWdMZQ3g,2,,,
1EpHooSNRPajnFfCmir3acTwgs94Sb9kW7,2,,,
1EpMiZkQVekM5ij12nMiEwttFPcDK9XhX6,2,,,
1F4tnU18eBJA59t13FsUayB5NrHtGam6uA,2,,,
1FQmRKPeSypNf3VwYLPSpVtVwrWXgCnHtj,2,,,
1FVvL7dA3YbRtKTzyQazsjjsBHm8V2ZGqd,2,,,
1FeMvX9SsP64vFbQMGFEjCUZdY3T2psbMX,2,,,
1FhDM4Axr9sW7MmvmWyQBbG5AoJ9vPY9sU,2,,,
1FjtjNG7AgY6sXDDvQYCbkZD8a3wvRWFa4,2,,,
1Fn7u6ma5uZRLiCnaBU5i8DeDgasmV7jsM,2,,,
1G1yQ3ZSFVSo6FMmFMBFeSm4EP4k4RCWp8,2,,,
1GLUbgQkrJTJicuvRqKL748yfPCZhSBMgG,2,,,
1GtgiwneyfbGjrJDFnxfZ26jh2V49idDqw,2,,,
1HXWP7MrnJRX1fn2L8NA4CsGtmHLscju2z,2,,,
1HffxPyWRKPxeZQUK2o67oKsyjVaEFejgT,2,,,
1J1Nqg1oJZfzSGThjfoqfY1anZfNjvhjZ2,2,,,
1JFxaS5h1T11CVp8hYk9TjFqBpoU7BHdY8,2,,,
1JH2DHxhP9FsxUiMh4bC8vrNJBfbYDL47v,2,,,
1JREJdZupiFhE7ZzQPtASuMCvvpXC7wRsC,2,,,
1JawRLAKospgqGiy9WbKa4ai9idYQAsF4a,2,,,
1Je8ainwV21b75gD47szzrbinGoB9nQYKS,2,,,
1JfksPZ5fqU5JEYwqWQmgixiP2S2Zt6DYR,2,,,
1JhewvpQQSCiCkxN7TsDm4wx2af2TAPTA9,2,,,
1JkdnUtfygWPrxjpgyGmNv6RoTHhpiRTQo,2,,,
1KL8QGAJzg2QyH8u2PEkcWak39trKZiZnR,2,,,
1KXntxVvBkCQkHJBrvNUHtGyjA4QDcgKws,2,,,
1Kuf2Rd8mDyAViwBozGTNYnvWL8uYFrkVo,2,,,
1L8RzVSfoVU3yC3e9ov1FLf6jJ1R51JoE5,2,,,
1LNNXEr8xuGMdShp2wQ1hf3pR1F1U9Lf1C,2,,,
1LQ8Z5TkuJgMpKhd7ZtUT8Bo4fQZNwzMB5,2,,,
